transaction_id,product_id,product_name,department,date,day_of_week,is_weekend,month,peak_hour,festival_flag,base_price,discount_pct,current_price,cost_price,inventory_level,inventory_ratio,units_sold,revenue,profit,store_id
41510,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-19,4,0,4,19,0,9.95,0.0,9.95,4.8,44,0.44,28,278.6,144.2,1
41511,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-20,5,1,4,17,0,9.95,0.0,9.95,4.8,56,0.56,47,467.65,242.05,1
41512,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-21,6,1,4,19,0,9.95,0.0,9.95,4.8,51,0.51,41,407.95,211.15,1
41513,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-22,0,0,4,19,0,9.95,5.0,9.45,4.8,14,0.14,14,132.3,65.1,1
41514,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-23,1,0,4,17,0,9.95,0.0,9.95,4.8,43,0.43,33,328.35,169.95,1
41515,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-24,2,0,4,19,0,9.95,0.0,9.95,4.8,54,0.54,30,298.5,154.5,1
41516,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-25,3,0,4,20,0,9.95,0.0,9.95,4.8,94,0.94,36,358.2,185.4,1
41517,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-26,4,0,4,17,0,9.95,0.0,9.95,4.8,28,0.28,28,278.6,144.2,1
41518,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-27,5,1,4,9,0,9.95,0.0,9.95,4.8,44,0.44,44,437.8,226.6,1
41519,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-28,6,1,4,17,0,9.95,0.0,9.95,4.8,53,0.53,52,517.4,267.8,1
41520,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-29,0,0,4,10,0,9.95,5.0,9.45,4.8,58,0.58,41,387.45,190.65,1
41521,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-04-30,1,0,4,17,0,9.95,0.0,9.95,4.8,34,0.34,34,338.3,175.1,1
41522,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-01,2,0,5,8,0,9.95,0.0,9.95,4.8,59,0.59,34,338.3,175.1,1
41523,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-02,3,0,5,18,0,9.95,0.0,9.95,4.8,33,0.33,32,318.4,164.8,1
41524,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-03,4,0,5,20,0,9.95,0.0,9.95,4.8,24,0.24,24,238.8,123.6,1
41525,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-04,5,1,5,9,0,9.95,0.0,9.95,4.8,70,0.7,36,358.2,185.4,1
41526,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-05,6,1,5,18,0,9.95,0.0,9.95,4.8,38,0.38,38,378.1,195.7,1
41527,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-06,0,0,5,20,0,9.95,0.0,9.95,4.8,27,0.27,27,268.65,139.05,1
41528,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-07,1,0,5,19,0,9.95,0.0,9.95,4.8,47,0.47,30,298.5,154.5,1
41529,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-08,2,0,5,19,0,9.95,0.0,9.95,4.8,74,0.74,26,258.7,133.9,1
41530,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-09,3,0,5,10,0,9.95,0.0,9.95,4.8,25,0.25,25,248.75,128.75,1
41531,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-10,4,0,5,19,0,9.95,0.0,9.95,4.8,84,0.84,29,288.55,149.35,1
41532,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-11,5,1,5,20,0,9.95,0.0,9.95,4.8,41,0.41,41,407.95,211.15,1
41533,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-12,6,1,5,9,0,9.95,0.0,9.95,4.8,16,0.16,16,159.2,82.4,1
41534,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-13,0,0,5,18,0,9.95,0.0,9.95,4.8,73,0.73,36,358.2,185.4,1
41535,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-14,1,0,5,17,0,9.95,0.0,9.95,4.8,55,0.55,37,368.15,190.55,1
41536,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-15,2,0,5,8,0,9.95,0.0,9.95,4.8,74,0.74,39,388.05,200.85,1
41537,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-16,3,0,5,17,0,9.95,0.0,9.95,4.8,62,0.62,30,298.5,154.5,1
41538,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-17,4,0,5,20,0,9.95,0.0,9.95,4.8,85,0.85,33,328.35,169.95,1
41539,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-18,5,1,5,19,0,9.95,15.0,8.46,4.8,88,0.88,41,346.86,150.06,1
41540,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-19,6,1,5,10,0,9.95,0.0,9.95,4.8,50,0.5,46,457.7,236.9,1
41541,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-20,0,0,5,19,0,9.95,20.0,7.96,4.8,44,0.44,44,350.24,139.04,1
41542,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-21,1,0,5,20,0,9.95,0.0,9.95,4.8,14,0.14,14,139.3,72.1,1
41543,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-22,2,0,5,17,0,9.95,0.0,9.95,4.8,54,0.54,39,388.05,200.85,1
41544,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-23,3,0,5,9,0,9.95,0.0,9.95,4.8,97,0.97,38,378.1,195.7,1
41545,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-24,4,0,5,9,0,9.95,0.0,9.95,4.8,42,0.42,35,348.25,180.25,1
41546,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-25,5,1,5,10,0,9.95,0.0,9.95,4.8,77,0.77,37,368.15,190.55,1
41547,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-26,6,1,5,20,0,9.95,0.0,9.95,4.8,82,0.82,48,477.6,247.2,1
41548,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-27,0,0,5,20,0,9.95,0.0,9.95,4.8,59,0.59,28,278.6,144.2,1
41549,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-28,1,0,5,17,0,9.95,0.0,9.95,4.8,85,0.85,36,358.2,185.4,1
41550,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-29,2,0,5,20,0,9.95,0.0,9.95,4.8,44,0.44,28,278.6,144.2,1
41551,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-30,3,0,5,9,0,9.95,0.0,9.95,4.8,44,0.44,28,278.6,144.2,1
41552,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-05-31,4,0,5,10,0,9.95,0.0,9.95,4.8,66,0.66,39,388.05,200.85,1
41553,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-01,5,1,6,19,0,9.95,0.0,9.95,4.8,57,0.57,41,407.95,211.15,1
41554,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-02,6,1,6,19,0,9.95,0.0,9.95,4.8,18,0.18,18,179.1,92.7,1
41555,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-03,0,0,6,10,0,9.95,0.0,9.95,4.8,90,0.9,31,308.45,159.65,1
41556,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-04,1,0,6,10,0,9.95,0.0,9.95,4.8,75,0.75,38,378.1,195.7,1
41557,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-05,2,0,6,17,0,9.95,0.0,9.95,4.8,74,0.74,37,368.15,190.55,1
41558,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-06,3,0,6,18,0,9.95,0.0,9.95,4.8,44,0.44,33,328.35,169.95,1
41559,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-07,4,0,6,9,0,9.95,0.0,9.95,4.8,71,0.71,34,338.3,175.1,1
41560,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-08,5,1,6,18,0,9.95,0.0,9.95,4.8,46,0.46,46,457.7,236.9,1
41561,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-09,6,1,6,17,0,9.95,0.0,9.95,4.8,43,0.43,43,427.85,221.45,1
41562,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-10,0,0,6,17,0,9.95,0.0,9.95,4.8,39,0.39,37,368.15,190.55,1
41563,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-11,1,0,6,10,0,9.95,0.0,9.95,4.8,41,0.41,33,328.35,169.95,1
41564,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-12,2,0,6,10,0,9.95,0.0,9.95,4.8,51,0.51,42,417.9,216.3,1
41565,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-13,3,0,6,9,0,9.95,0.0,9.95,4.8,49,0.49,36,358.2,185.4,1
41566,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-14,4,0,6,20,0,9.95,0.0,9.95,4.8,53,0.53,42,417.9,216.3,1
41567,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-15,5,1,6,20,0,9.95,0.0,9.95,4.8,61,0.61,45,447.75,231.75,1
41568,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-16,6,1,6,9,0,9.95,0.0,9.95,4.8,67,0.67,55,547.25,283.25,1
41569,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-17,0,0,6,8,0,9.95,0.0,9.95,4.8,80,0.8,39,388.05,200.85,1
41570,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-18,1,0,6,17,0,9.95,0.0,9.95,4.8,66,0.66,39,388.05,200.85,1
41571,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-19,2,0,6,17,0,9.95,0.0,9.95,4.8,52,0.52,42,417.9,216.3,1
41572,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-20,3,0,6,19,0,9.95,0.0,9.95,4.8,0,0.0,0,0.0,0.0,1
41573,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-21,4,0,6,19,0,9.95,0.0,9.95,4.8,53,0.53,38,378.1,195.7,1
41574,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-22,5,1,6,20,0,9.95,0.0,9.95,4.8,59,0.59,56,557.2,288.4,1
41575,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-23,6,1,6,17,0,9.95,0.0,9.95,4.8,77,0.77,52,517.4,267.8,1
41576,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-24,0,0,6,19,0,9.95,0.0,9.95,4.8,47,0.47,39,388.05,200.85,1
41577,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-25,1,0,6,20,0,9.95,0.0,9.95,4.8,36,0.36,29,288.55,149.35,1
41578,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-26,2,0,6,9,0,9.95,0.0,9.95,4.8,52,0.52,32,318.4,164.8,1
41579,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-27,3,0,6,8,0,9.95,0.0,9.95,4.8,65,0.65,31,308.45,159.65,1
41580,29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,2024-06-28,4,0,6,19,0,9.95,0.0,9.95,4.8,37,0.37,36,358.2,185.4,1
41581,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-01,0,0,1,20,0,8.29,0.0,8.29,5.08,21,0.21,21,174.09,67.41,1
41582,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-02,1,0,1,20,0,8.29,0.0,8.29,5.08,61,0.61,30,248.7,96.3,1
41583,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-03,2,0,1,17,0,8.29,0.0,8.29,5.08,64,0.64,23,190.67,73.83,1
41584,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-04,3,0,1,10,0,8.29,0.0,8.29,5.08,46,0.46,24,198.96,77.04,1
41585,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-05,4,0,1,17,0,8.29,0.0,8.29,5.08,30,0.3,22,182.38,70.62,1
41586,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-06,5,1,1,17,0,8.29,0.0,8.29,5.08,21,0.21,21,174.09,67.41,1
41587,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-07,6,1,1,18,0,8.29,0.0,8.29,5.08,29,0.29,29,240.41,93.09,1
41588,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-08,0,0,1,17,0,8.29,0.0,8.29,5.08,51,0.51,31,256.99,99.51,1
41589,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-09,1,0,1,20,0,8.29,0.0,8.29,5.08,62,0.62,26,215.54,83.46,1
41590,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-10,2,0,1,9,0,8.29,0.0,8.29,5.08,68,0.68,23,190.67,73.83,1
41591,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-11,3,0,1,9,0,8.29,0.0,8.29,5.08,34,0.34,25,207.25,80.25,1
41592,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-12,4,0,1,17,0,8.29,0.0,8.29,5.08,55,0.55,22,182.38,70.62,1
41593,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-13,5,1,1,9,0,8.29,5.0,7.88,5.08,63,0.63,37,291.56,103.6,1
41594,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-14,6,1,1,8,0,8.29,0.0,8.29,5.08,72,0.72,39,323.31,125.19,1
41595,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-15,0,0,1,20,0,8.29,20.0,6.63,5.08,36,0.36,29,192.27,44.95,1
41596,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-16,1,0,1,20,0,8.29,0.0,8.29,5.08,37,0.37,29,240.41,93.09,1
41597,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-17,2,0,1,17,0,8.29,0.0,8.29,5.08,29,0.29,22,182.38,70.62,1
41598,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-18,3,0,1,19,0,8.29,0.0,8.29,5.08,37,0.37,27,223.83,86.67,1
41599,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-19,4,0,1,17,0,8.29,0.0,8.29,5.08,0,0.0,0,0.0,0.0,1
41600,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-20,5,1,1,17,0,8.29,5.0,7.88,5.08,45,0.45,42,330.96,117.6,1
41601,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-21,6,1,1,8,0,8.29,0.0,8.29,5.08,60,0.6,29,240.41,93.09,1
41602,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-22,0,0,1,18,0,8.29,0.0,8.29,5.08,30,0.3,27,223.83,86.67,1
41603,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-23,1,0,1,17,0,8.29,0.0,8.29,5.08,81,0.81,30,248.7,96.3,1
41604,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-24,2,0,1,18,0,8.29,0.0,8.29,5.08,41,0.41,21,174.09,67.41,1
41605,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-25,3,0,1,18,0,8.29,0.0,8.29,5.08,56,0.56,21,174.09,67.41,1
41606,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-26,4,0,1,8,0,8.29,0.0,8.29,5.08,53,0.53,28,232.12,89.88,1
41607,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-27,5,1,1,18,0,8.29,15.0,7.05,5.08,42,0.42,36,253.8,70.92,1
41608,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-28,6,1,1,10,0,8.29,0.0,8.29,5.08,17,0.17,17,140.93,54.57,1
41609,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-29,0,0,1,9,0,8.29,0.0,8.29,5.08,52,0.52,22,182.38,70.62,1
41610,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-30,1,0,1,10,0,8.29,0.0,8.29,5.08,67,0.67,26,215.54,83.46,1
41611,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-01-31,2,0,1,18,0,8.29,0.0,8.29,5.08,34,0.34,21,174.09,67.41,1
41612,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-01,3,0,2,20,0,8.29,0.0,8.29,5.08,59,0.59,24,198.96,77.04,1
41613,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-02,4,0,2,18,0,8.29,0.0,8.29,5.08,63,0.63,30,248.7,96.3,1
41614,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-03,5,1,2,10,0,8.29,0.0,8.29,5.08,31,0.31,31,256.99,99.51,1
41615,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-04,6,1,2,17,0,8.29,0.0,8.29,5.08,52,0.52,32,265.28,102.72,1
41616,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-05,0,0,2,19,0,8.29,0.0,8.29,5.08,51,0.51,23,190.67,73.83,1
41617,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-06,1,0,2,18,0,8.29,0.0,8.29,5.08,85,0.85,28,232.12,89.88,1
41618,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-07,2,0,2,18,0,8.29,0.0,8.29,5.08,60,0.6,29,240.41,93.09,1
41619,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-08,3,0,2,8,0,8.29,0.0,8.29,5.08,48,0.48,28,232.12,89.88,1
41620,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-09,4,0,2,9,0,8.29,0.0,8.29,5.08,67,0.67,24,198.96,77.04,1
41621,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-10,5,1,2,17,0,8.29,0.0,8.29,5.08,50,0.5,37,306.73,118.77,1
41622,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-11,6,1,2,9,0,8.29,0.0,8.29,5.08,4,0.04,4,33.16,12.84,1
41623,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-12,0,0,2,10,0,8.29,0.0,8.29,5.08,46,0.46,22,182.38,70.62,1
41624,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-13,1,0,2,9,0,8.29,0.0,8.29,5.08,51,0.51,24,198.96,77.04,1
41625,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-14,2,0,2,17,0,8.29,0.0,8.29,5.08,42,0.42,24,198.96,77.04,1
41626,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-15,3,0,2,17,0,8.29,0.0,8.29,5.08,32,0.32,21,174.09,67.41,1
41627,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-16,4,0,2,18,0,8.29,0.0,8.29,5.08,61,0.61,30,248.7,96.3,1
41628,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-17,5,1,2,18,0,8.29,0.0,8.29,5.08,71,0.71,28,232.12,89.88,1
41629,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-18,6,1,2,17,0,8.29,0.0,8.29,5.08,56,0.56,35,290.15,112.35,1
41630,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-19,0,0,2,19,0,8.29,5.0,7.88,5.08,31,0.31,25,197.0,70.0,1
41631,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-20,1,0,2,19,0,8.29,0.0,8.29,5.08,15,0.15,15,124.35,48.15,1
41632,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-21,2,0,2,9,0,8.29,0.0,8.29,5.08,49,0.49,30,248.7,96.3,1
41633,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-22,3,0,2,18,0,8.29,0.0,8.29,5.08,57,0.57,21,174.09,67.41,1
41634,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-23,4,0,2,19,0,8.29,0.0,8.29,5.08,77,0.77,25,207.25,80.25,1
41635,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-24,5,1,2,19,0,8.29,0.0,8.29,5.08,73,0.73,30,248.7,96.3,1
41636,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-25,6,1,2,18,0,8.29,0.0,8.29,5.08,29,0.29,28,232.12,89.88,1
41637,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-26,0,0,2,17,0,8.29,0.0,8.29,5.08,30,0.3,28,232.12,89.88,1
41638,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-27,1,0,2,17,0,8.29,0.0,8.29,5.08,2,0.02,2,16.58,6.42,1
41639,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-28,2,0,2,17,0,8.29,0.0,8.29,5.08,39,0.39,27,223.83,86.67,1
41640,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-02-29,3,0,2,8,0,8.29,0.0,8.29,5.08,58,0.58,26,215.54,83.46,1
41641,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-01,4,0,3,20,0,8.29,0.0,8.29,5.08,36,0.36,22,182.38,70.62,1
41642,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-02,5,1,3,10,0,8.29,0.0,8.29,5.08,47,0.47,34,281.86,109.14,1
41643,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-03,6,1,3,18,0,8.29,0.0,8.29,5.08,74,0.74,29,240.41,93.09,1
41644,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-04,0,0,3,18,0,8.29,0.0,8.29,5.08,67,0.67,21,174.09,67.41,1
41645,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-05,1,0,3,8,0,8.29,0.0,8.29,5.08,56,0.56,21,174.09,67.41,1
41646,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-06,2,0,3,17,0,8.29,0.0,8.29,5.08,43,0.43,26,215.54,83.46,1
41647,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-07,3,0,3,8,0,8.29,0.0,8.29,5.08,47,0.47,24,198.96,77.04,1
41648,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-08,4,0,3,18,0,8.29,0.0,8.29,5.08,65,0.65,21,174.09,67.41,1
41649,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-09,5,1,3,17,0,8.29,0.0,8.29,5.08,64,0.64,34,281.86,109.14,1
41650,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-10,6,1,3,10,0,8.29,0.0,8.29,5.08,2,0.02,2,16.58,6.42,1
41651,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-11,0,0,3,18,0,8.29,20.0,6.63,5.08,46,0.46,32,212.16,49.6,1
41652,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-12,1,0,3,8,0,8.29,0.0,8.29,5.08,70,0.7,29,240.41,93.09,1
41653,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-13,2,0,3,10,0,8.29,0.0,8.29,5.08,60,0.6,28,232.12,89.88,1
41654,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-14,3,0,3,18,0,8.29,0.0,8.29,5.08,58,0.58,25,207.25,80.25,1
41655,30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,2024-03-15,4,0,3,8,0,8.29,0.0,8.29,5.08,47,0.47,25,207.25,80.25,1
